1 1 5.7
1 2 5.3
1 3 5.4
1 4 5.4
1 5 5.4
1 6 5.1
1 7 5.7
1 8 5.1
1 9 5.2
1 10 5.3
1 11 5.4
1 12 5.9
1 13 5.3
1 14 5.3
1 15 5.7
1 16 5.2
1 17 5.4
1 18 5.1
1 19 5.3
1 20 5.2
2 1 4.6
2 2 4.4
2 3 5.0
2 4 4.8
2 5 5.3
2 6 4.5
2 7 5.2
2 8 4.8
2 9 5.1
2 10 4.7
2 11 5.1
2 12 5.1
2 13 4.8
2 14 5.2
2 15 4.3
2 16 4.9
2 17 4.6
2 18 5.0
2 19 5.2
2 20 4.4
3 1 3.8
3 2 4.1
3 3 4.5
3 4 4.4
3 5 4.6
3 6 3.7
3 7 3.9
3 8 4.2
3 9 4.5
3 10 4.1
3 11 4.4
3 12 4.6
3 13 4.0
3 14 4.5
3 15 4.0
3 16 4.6
3 17 4.1
3 18 3.8
3 19 3.8
3 20 4.2
4 1 3.6
4 2 3.5
4 3 3.7
4 4 3.4
4 5 3.3
4 6 3.8
4 7 3.9
4 8 3.9
4 9 3.8
4 10 3.5
4 11 3.7
4 12 3.3
4 13 3.1
4 14 3.6
4 15 3.1
4 16 3.5
4 17 3.9
4 18 3.3
4 19 3.7
4 20 3.5
5 1 3.2
5 2 2.7
5 3 3.0
5 4 2.7
5 5 2.5
5 6 3.3
5 7 3.2
5 8 3.1
5 9 3.2
5 10 2.6
5 11 3.1
5 12 3.3
5 13 2.9
5 14 2.9
5 15 3.3
5 16 2.7
5 17 2.8
5 18 2.6
5 19 2.5
5 20 2.9
6 1 2.5
6 2 2.3
6 3 2.7
6 4 2.0
6 5 2.8
6 6 2.6
6 7 2.1
6 8 2.3
6 9 2.8
6 10 2.4
6 11 2.3
6 12 2.0
6 13 2.9
6 14 2.3
6 15 2.1
6 16 2.2
6 17 2.5
6 18 2.5
6 19 2.1
6 20 2.4
7 1 1.8
7 2 1.8
7 3 2.4
7 4 1.6
7 5 2.1
7 6 2.0
7 7 1.8
7 8 2.1
7 9 2.0
7 10 2.0
7 11 2.1
7 12 2.1
7 13 1.9
7 14 2.2
7 15 1.6
7 16 2.2
7 17 1.5
7 18 1.7
7 19 2.3
7 20 1.7
8 1 2.0
8 2 1.7
8 3 1.5
8 4 1.9
8 5 1.4
8 6 1.1
8 7 1.6
8 8 1.6
8 9 2.1
8 10 1.8
8 11 1.7
8 12 1.6
8 13 1.4
8 14 1.8
8 15 1.4
8 16 2.0
8 17 1.3
8 18 2.0
8 19 1.3
8 20 1.5
9 1 1.5
9 2 1.3
9 3 1.2
9 4 0.8
9 5 1.0
9 6 1.5
9 7 1.2
9 8 0.9
9 9 1.3
9 10 1.4
9 11 1.1
9 12 1.5
9 13 1.4
9 14 1.0
9 15 1.2
9 16 1.7
9 17 1.3
9 18 0.8
9 19 1.5
9 20 1.4
10 1 0.5
10 2 1.2
10 3 1.0
10 4 1.4
10 5 1.4
10 6 0.8
10 7 1.0
10 8 0.7
10 9 0.7
10 10 0.8
10 11 0.6
10 12 1.1
10 13 0.9
10 14 0.6
10 15 1.0
10 16 1.2
10 17 1.4
10 18 0.5
10 19 1.5
10 20 1.4
11 1 0.6
11 2 0.8
11 3 0.6
11 4 0.6
11 5 0.9
11 6 0.3
11 7 0.8
11 8 1.1
11 9 1.3
11 10 0.5
11 11 0.8
11 12 0.8
11 13 0.6
11 14 0.8
11 15 0.4
11 16 0.6
11 17 0.6
11 18 1.0
11 19 1.2
11 20 1.1
12 1 0.4
12 2 0.3
12 3 1.0
12 4 0.3
12 5 1.0
12 6 0.1
12 7 1.1
12 8 0.9
12 9 1.0
12 10 1.0
12 11 0.8
12 12 1.1
12 13 0.8
12 14 0.2
12 15 1.1
12 16 1.1
12 17 0.6
12 18 0.7
12 19 1.1
12 20 0.8
13 1 0.9
13 2 0.0
13 3 0.2
13 4 0.7
13 5 1.0
13 6 0.1
13 7 0.3
